user_crm_id,Frequency,Monetary,F_Score,M_Score,Tally
3763815,1,21.5,1,1,2
3763862,1,32.49,1,2,3
3763918,1,85,1,3,4
3763929,1,60,1,3,4
3764005,1,9.49,1,1,2
3764092,1,33,1,2,3
3764107,1,26.5,1,2,3
3764158,1,10.99,1,1,2
3764159,1,75,1,3,4
3764189,3,125.74,2,3,5
3764227,5,185,2,3,5
3764228,8,364.49,2,3,5
3764261,2,55.38,2,3,5
3764288,2,94,2,3,5
3764321,1,10.99,1,1,2
3764387,2,42.99,2,2,4
3764406,1,25,1,2,3
3764454,6,118.99,2,3,5
3764498,1,60,1,3,4
3764514,1,40.5,1,2,3
3764516,2,30,2,2,4
3764546,1,55,1,3,4
3764563,1,8.99,1,1,2
3764599,1,32.5,1,2,3
3764626,1,90,1,3,4
3764676,3,68.99,2,3,5
3764719,1,83.25,1,3,4
3764737,1,10.99,1,1,2
3764764,1,45,1,2,3
3764813,1,14.25,1,1,2
3764853,1,10.99,1,1,2
3764873,2,90,2,3,5
3764911,3,101.37,2,3,5
3764916,1,30,1,2,3
3764928,3,51.97,2,3,5
3764950,1,20,1,1,2
3764986,1,32.99,1,2,3
3764988,3,144.49,2,3,5
3765009,2,57.49,2,3,5
3765035,1,55,1,3,4
3765039,1,20,1,1,2
3765078,1,55,1,3,4
3765117,2,91.5,2,3,5
3765139,2,37.49,2,2,4
3765158,1,185,1,3,4
3765225,1,14.25,1,1,2
3765227,3,110.75,2,3,5
3765261,1,100,1,3,4
3765268,1,10.99,1,1,2
3765272,1,147.5,1,3,4
3765290,1,8.99,1,1,2
3765300,3,135.9,2,3,5
3765317,1,25.24,1,2,3
3765326,1,36,1,2,3
3765328,2,42.99,2,2,4
3765359,1,14.99,1,1,2
3765374,1,10.49,1,1,2
3765414,1,14.24,1,1,2
3765471,4,184.99,2,3,5
3765486,1,70,1,3,4
3765494,1,30,1,2,3
3765496,1,11.99,1,1,2
3765503,4,72.96,2,3,5
3765504,2,70,2,3,5
3765582,1,14.99,1,1,2
3765584,1,9.99,1,1,2
3765602,1,81,1,3,4
3765616,2,54.75,2,3,5
3765631,1,14.99,1,1,2
3765645,1,23.27,1,1,2
3765673,1,17.5,1,1,2
3765675,1,40,1,2,3
3765680,1,40,1,2,3
3765687,2,78.5,2,3,5
3765782,2,31,2,2,4
3765784,1,7.99,1,1,2
3765814,1,38.25,1,2,3
3765824,1,10.99,1,1,2
3765837,1,61.63,1,3,4
3765852,1,19.99,1,1,2
3765898,1,24,1,1,2
3765901,1,15.49,1,1,2
3765920,1,19.99,1,1,2
3765926,1,20,1,1,2
3765929,1,29.75,1,2,3
3765935,2,42.99,2,2,4
3765959,1,70,1,3,4
3766029,1,160,1,3,4
3766040,1,8.99,1,1,2
3766066,2,44.98,2,2,4
3766089,1,15,1,1,2
3766091,2,58.98,2,3,5
3766182,1,38.25,1,2,3
3766192,1,11.99,1,1,2
3766266,1,15.49,1,1,2
3766285,3,140,2,3,5
3766315,1,19.99,1,1,2
3766321,1,37.5,1,2,3
3766333,1,20,1,1,2
3766351,1,10.99,1,1,2
3766380,2,85.5,2,3,5
3766383,6,302.24,2,3,5
3766388,1,15,1,1,2
3766398,1,25,1,2,3
3766422,1,30,1,2,3
3766562,1,15.49,1,1,2
3766605,1,15,1,1,2
3766651,1,14.49,1,1,2
3766663,3,133.74,2,3,5
3766666,2,19.99,2,1,3
3766725,1,8.49,1,1,2
3766740,1,8.99,1,1,2
3766844,3,81,2,3,5
3766869,1,70,1,3,4
3766903,1,85,1,3,4
3766922,1,31.5,1,2,3
3766994,2,55,2,3,5
3767044,1,72.5,1,3,4
3767071,3,115.94,2,3,5
3767106,2,23.48,2,1,3
3767109,2,37.48,2,2,4
3767112,1,12.19,1,1,2
3767132,2,127.5,2,3,5
3767151,2,48.63,2,2,4
3767345,3,54.97,2,3,5
3767360,3,80,2,3,5
3767423,1,82.5,1,3,4
3767429,2,75,2,3,5
3767466,1,47.25,1,2,3
3767469,2,54.99,2,3,5
3767472,1,25,1,2,3
3767540,1,36.45,1,2,3
3767559,2,590,2,3,5
3767594,1,24.99,1,1,2
3767597,1,25,1,2,3
3767617,1,12.99,1,1,2
3767650,1,15,1,1,2
3767657,1,40,1,2,3
3767659,1,26,1,2,3
3767662,1,60,1,3,4
3767687,1,115,1,3,4
3767728,1,35,1,2,3
3767746,3,65.49,2,3,5
3767767,1,45,1,2,3
3767775,1,15.49,1,1,2
3767794,1,45,1,2,3
3767846,1,75,1,3,4
3767861,1,80,1,3,4
3767994,1,39.5,1,2,3
3768059,1,65,1,3,4
3768106,2,29.99,2,2,4
3768125,1,29,1,2,3
3768128,1,22.5,1,1,2
3768139,2,14.98,2,1,3
3768164,1,15,1,1,2
3768281,2,20,2,1,3
3768296,5,165.47,2,3,5
3768297,1,80,1,3,4
3768309,1,34.99,1,2,3
3768322,2,46.99,2,2,4
3768343,2,59.5,2,3,5
3768370,1,45,1,2,3
3768387,2,51.99,2,3,5
3768397,1,19.99,1,1,2
3768404,4,595,2,3,5
3768428,1,70,1,3,4
3768467,1,36,1,2,3
3768476,2,45.49,2,2,4
3768526,1,34.99,1,2,3
3768573,1,105,1,3,4
3768590,2,41,2,2,4
3768612,1,30,1,2,3
3768695,5,161.74,2,3,5
3768696,1,25,1,2,3
3768717,1,35,1,2,3
3768732,1,35,1,2,3
3768756,1,15,1,1,2
3768778,1,50,1,2,3
3768819,1,35,1,2,3
3768900,1,35,1,2,3
3768917,2,37.48,2,2,4
3768921,1,10.99,1,1,2
3769011,1,11.99,1,1,2
3769019,1,40,1,2,3
3769053,1,19,1,1,2
3769087,1,14.99,1,1,2
3769174,1,50,1,2,3
3769227,1,39,1,2,3
3769249,1,25,1,2,3
3769261,1,8.99,1,1,2
3769274,2,20.98,2,1,3
3769284,1,305,1,3,4
3769302,13,654.34,3,3,6
3769448,1,30,1,2,3
3769453,2,42.5,2,2,4
3769481,1,35,1,2,3
3769606,1,20,1,1,2
3769616,2,75,2,3,5
3769620,1,11.99,1,1,2
3769655,2,56,2,3,5
3769687,7,270.09,2,3,5
3769697,1,57,1,3,4
3769708,1,33.5,1,2,3
3769717,1,14.99,1,1,2
3769721,1,67.5,1,3,4
3769754,1,24.5,1,1,2
3769782,1,14.99,1,1,2
3769796,2,216,2,3,5
3769842,1,55,1,3,4
3769848,1,11.99,1,1,2
3769864,1,32.5,1,2,3
3769869,1,8.99,1,1,2
3769893,1,30,1,2,3
3769918,1,12.99,1,1,2
3769924,2,49.48,2,2,4
3769931,2,43.8,2,2,4
3769938,1,9.49,1,1,2
3769941,1,15,1,1,2
3769994,4,202.99,2,3,5
3769995,1,36.5,1,2,3
3771011,2,38.49,2,2,4
3771029,1,325,1,3,4
3773062,1,25.5,1,2,3
3773063,1,59,1,3,4
3773067,3,63.98,2,3,5
3773073,1,25,1,2,3
3773101,1,40.5,1,2,3
3773139,1,19.99,1,1,2
3773164,1,12.99,1,1,2
3773165,1,85,1,3,4
3773179,1,39.99,1,2,3
3773184,1,13.99,1,1,2
3773209,1,30,1,2,3
3773247,1,30,1,2,3
3773280,1,80,1,3,4
3773311,5,371.65,2,3,5
3773330,2,52.49,2,3,5
3773395,1,70,1,3,4
3773417,1,11.99,1,1,2
3773430,1,50,1,2,3
3773445,1,19.99,1,1,2
3773476,2,62.49,2,3,5
3773477,1,40,1,2,3
3773495,1,60,1,3,4
3773580,1,95,1,3,4
3773610,2,56.5,2,3,5
3773616,1,135,1,3,4
3773662,2,71,2,3,5
3773728,1,81,1,3,4
3773770,1,14,1,1,2
3773830,1,25,1,2,3
3773913,2,90,2,3,5
3773927,1,47.25,1,2,3
3773935,1,16.99,1,1,2
3773948,5,167.49,2,3,5
3773982,1,22,1,1,2
3773992,1,67.5,1,3,4
3774020,1,22.49,1,1,2
3774028,1,3.99,1,1,2
3774052,1,55,1,3,4
3774097,1,16,1,1,2
3774113,1,24.25,1,1,2
3774147,1,8.99,1,1,2
3774185,1,16.99,1,1,2
3774201,1,22.5,1,1,2
3774224,1,15.49,1,1,2
3774254,3,89.97,2,3,5
3774262,1,10.99,1,1,2
3774305,1,45,1,2,3
3774325,2,153,2,3,5
3774381,3,78.48,2,3,5
3774383,1,4.99,1,1,2
3774465,1,20.99,1,1,2
3774522,1,170,1,3,4
3774590,3,72.48,2,3,5
3774608,2,83,2,3,5
3774655,1,32.5,1,2,3
3774691,1,19.99,1,1,2
3774713,2,59.48,2,3,5
3774715,1,9.49,1,1,2
3774723,1,87.5,1,3,4
3774735,1,65,1,3,4
3774760,1,23,1,1,2
3774769,1,24.99,1,2,3
3774794,2,106.5,2,3,5
3774827,3,67.5,2,3,5
3774834,2,64.99,2,3,5
3774843,1,25,1,2,3
3774861,2,157.5,2,3,5
3774870,1,27.49,1,2,3
3774882,1,25,1,2,3
3774916,2,43.99,2,2,4
3774982,3,245,2,3,5
3775011,1,55,1,3,4
3775035,1,7.74,1,1,2
3775038,8,304.48,2,3,5
3775039,1,7.49,1,1,2
3775071,1,75,1,3,4
3775080,2,77.99,2,3,5
3775082,4,125.99,2,3,5
3775122,2,35,2,2,4
3775152,1,90,1,3,4
3775168,1,26,1,2,3
3775258,1,14.24,1,1,2
3775286,1,28,1,2,3
3775319,1,19.99,1,1,2
3775322,1,20.99,1,1,2
3775375,1,32,1,2,3
3775388,2,20.98,2,1,3
3775444,2,94.99,2,3,5
3775519,1,28.13,1,2,3
3775521,1,15.99,1,1,2
3775533,1,8.99,1,1,2
3775545,1,35,1,2,3
3775625,1,95,1,3,4
3775630,1,22.49,1,1,2
3775653,1,60,1,3,4
3775666,1,8.99,1,1,2
3775704,1,21,1,1,2
3775791,1,28.99,1,2,3
3775827,1,25,1,2,3
3775909,1,31,1,2,3
3775912,1,9.99,1,1,2
3775918,1,49.5,1,2,3
3775932,1,20,1,1,2
3775992,1,20,1,1,2
3776043,6,210.75,2,3,5
3776044,1,29.75,1,2,3
3776045,1,15,1,1,2
3776113,1,8.99,1,1,2
3776114,1,26,1,2,3
3776214,1,19.99,1,1,2
3776216,3,111.49,2,3,5
3776222,1,63,1,3,4
3776246,1,12.49,1,1,2
3776273,2,40.74,2,2,4
3776344,1,9.99,1,1,2
3776365,1,117.5,1,3,4
3776377,1,4.99,1,1,2
3776378,1,26.49,1,2,3
3776518,1,50,1,2,3
3776586,2,45.79,2,2,4
3776589,5,149.98,2,3,5
3776617,2,16.98,2,1,3
3776627,1,25,1,2,3
3776664,4,56.98,2,3,5
3776742,1,50,1,3,4
3776743,1,20,1,1,2
3776786,1,45,1,2,3
3776826,1,15.49,1,1,2
3776829,1,20,1,1,2
3776835,1,24.99,1,1,2
3776904,1,82.5,1,3,4
3776919,1,60,1,3,4
3776933,1,17.99,1,1,2
3776937,2,70.37,2,3,5
3776956,1,35,1,2,3
3776973,1,12.99,1,1,2
3776977,2,75,2,3,5
3777038,1,30,1,2,3
3777046,1,9.99,1,1,2
3777048,1,135,1,3,4
3777118,1,9.99,1,1,2
3777124,1,105,1,3,4
3777220,3,64.48,2,3,5
3777228,1,30,1,2,3
3777272,2,137,2,3,5
3777275,2,125.49,2,3,5
3777304,2,54.75,2,3,5
3777330,1,180,1,3,4
3777353,1,31.5,1,2,3
3777355,1,29.99,1,2,3
3777372,1,55.25,1,3,4
3777418,4,139.99,2,3,5
3777445,1,28,1,2,3
3777511,1,100,1,3,4
3777594,1,14.99,1,1,2
3777604,1,22.49,1,1,2
3777665,2,88.9,2,3,5
3777678,1,10.99,1,1,2
3777685,1,17.5,1,1,2
3777693,1,59.5,1,3,4
3777717,1,50,1,2,3
3777779,1,72,1,3,4
3777820,1,38.25,1,2,3
3777842,2,31.98,2,2,4
3777844,1,45,1,2,3
3777914,2,64.99,2,3,5
3777973,2,54.99,2,3,5
3778006,1,12.99,1,1,2
3778094,1,30,1,2,3
3778123,1,86.5,1,3,4
3778143,1,11.49,1,1,2
3778167,2,105,2,3,5
3778198,1,45,1,2,3
3778209,1,25,1,2,3
3778217,1,19.99,1,1,2
3778250,1,28.5,1,2,3
3778252,1,31.88,1,2,3
3778274,1,50,1,2,3
3778297,1,40,1,2,3
3778312,1,29.99,1,2,3
3778326,1,50,1,2,3
3778342,1,34.65,1,2,3
3778352,1,65,1,3,4
3778378,1,7.99,1,1,2
3778415,1,20,1,1,2
3778433,1,45,1,2,3
3778454,1,7.99,1,1,2
3778476,2,37.98,2,2,4
3778494,1,84,1,3,4
3778516,1,25.5,1,2,3
3778562,4,126.74,2,3,5
3778589,1,20,1,1,2
3778610,2,75,2,3,5
3778636,1,11.49,1,1,2
3778679,1,20,1,1,2
3778727,1,20,1,1,2
3778747,1,40,1,2,3
3778758,1,6.99,1,1,2
3778855,1,34.99,1,2,3
3778872,1,20,1,1,2
3778876,1,26,1,2,3
3778892,6,392.5,2,3,5
3778951,5,743.25,2,3,5
3778979,5,335.87,2,3,5
3779025,2,52.98,2,3,5
3779038,2,19.98,2,1,3
3779042,1,35,1,2,3
3779045,1,46.75,1,2,3
3779082,1,10.99,1,1,2
3779152,1,14.88,1,1,2
3779180,1,95,1,3,4
3779234,1,14.49,1,1,2
3779254,1,24.99,1,1,2
3779271,2,67.79,2,3,5
3779280,1,34,1,2,3
3779290,3,265,2,3,5
3779300,2,47.99,2,2,4
3779327,1,28.5,1,2,3
3779333,1,12.99,1,1,2
3779348,1,17.5,1,1,2
3779376,1,7.99,1,1,2
3779483,2,39.98,2,2,4
3779486,1,29.5,1,2,3
3779511,1,131.75,1,3,4
3779595,1,75,1,3,4
3779606,1,7.99,1,1,2
3779617,1,50,1,2,3
3779745,1,20,1,1,2
3779790,1,9.99,1,1,2
3779829,1,49.5,1,2,3
3779835,2,63.75,2,3,5
3779886,6,399.98,2,3,5
3779910,1,11.49,1,1,2
3779915,1,5.99,1,1,2
3779919,1,7.49,1,1,2
3779968,1,225,1,3,4
3779998,1,141.5,1,3,4
3780088,1,24,1,1,2
3780117,2,32.98,2,2,4
3780168,4,60.07,2,3,5
3780169,2,48.24,2,2,4
3780195,1,20,1,1,2
3780217,1,12.99,1,1,2
3780274,3,66.5,2,3,5
3780365,5,58.35,2,3,5
3780429,1,59.5,1,3,4
3780435,1,18,1,1,2
3780476,1,44.63,1,2,3
3780492,1,11.99,1,1,2
3780532,1,55,1,3,4
3780556,1,29.99,1,2,3
3780572,1,19.99,1,1,2
3780583,1,8.99,1,1,2
3780604,1,31,1,2,3
3780630,1,58.5,1,3,4
3780640,1,27,1,2,3
3780681,3,154,2,3,5
3780686,2,43.99,2,2,4
3780744,1,18,1,1,2
3780755,1,34,1,2,3
3780758,1,12.99,1,1,2
3780780,3,64.48,2,3,5
3780873,1,290,1,3,4
3780899,5,169.25,2,3,5
3780924,2,140,2,3,5
3780941,1,55,1,3,4
3780945,1,33,1,2,3
3780975,10,446.48,3,3,6
3781020,2,150.5,2,3,5
3781026,1,34.99,1,2,3
3781031,1,38.25,1,2,3
3781053,1,90,1,3,4
3781105,1,25,1,2,3
3781127,2,230,2,3,5
3781136,4,48.45,2,2,4
3781173,1,29.75,1,2,3
3781186,1,51,1,3,4
3781220,1,65,1,3,4
3781263,1,9.99,1,1,2
3781264,1,19.99,1,1,2
3781272,1,10.99,1,1,2
3781294,1,20,1,1,2
3781325,2,175,2,3,5
3781329,1,58.5,1,3,4
3781352,1,75,1,3,4
3781379,1,90,1,3,4
3781402,1,22,1,1,2
3781469,1,11.99,1,1,2
3781480,1,18,1,1,2
3781535,1,35,1,2,3
3781538,1,24.75,1,1,2
3781584,2,39.99,2,2,4
3781684,3,74.75,2,3,5
3781709,1,28.99,1,2,3
3781742,1,38.25,1,2,3
3781770,1,42.93,1,2,3
3781799,3,42.98,2,2,4
3781828,1,39.99,1,2,3
3781837,1,45,1,2,3
3781843,1,130,1,3,4
3781856,3,80.49,2,3,5
3781893,1,85,1,3,4
3781914,1,105,1,3,4
3781976,1,14.99,1,1,2
3782009,1,75,1,3,4
3782043,3,100.99,2,3,5
3782056,3,89.99,2,3,5
3782168,1,45,1,2,3
3782414,1,40.38,1,2,3
3782417,3,90.48,2,3,5
3782481,2,36.29,2,2,4
3782548,2,80,2,3,5
3782560,1,20,1,1,2
3782586,1,23.74,1,1,2
3782643,2,40,2,2,4
3782655,4,171.99,2,3,5
3782656,1,15,1,1,2
3782706,1,17.49,1,1,2
3782717,1,50,1,2,3
3782728,1,25,1,2,3
3782800,1,39,1,2,3
3782815,2,102.5,2,3,5
3782819,1,31,1,2,3
3782835,1,24.99,1,1,2
3782838,1,30,1,2,3
3782840,1,15,1,1,2
3782858,1,35,1,2,3
3782864,4,417.98,2,3,5
3782901,1,24.99,1,1,2
3782908,1,25.5,1,2,3
3783072,2,160,2,3,5
3783078,1,8.99,1,1,2
3783121,1,40,1,2,3
3783122,1,25,1,2,3
3783145,1,15.99,1,1,2
3783163,1,85,1,3,4
3783193,2,64.5,2,3,5
3783245,2,83.5,2,3,5
3783279,1,105,1,3,4
3783338,1,30,1,2,3
3783361,5,156.35,2,3,5
3783364,2,320,2,3,5
3783370,1,25,1,2,3
3783373,1,70,1,3,4
3783408,2,53,2,3,5
3783441,1,33.15,1,2,3
3783461,1,40,1,2,3
3783502,1,12.99,1,1,2
3783532,2,35,2,2,4
3783632,1,40,1,2,3
3783648,2,85.99,2,3,5
3783693,1,35,1,2,3
3783755,1,24,1,1,2
3783795,1,15,1,1,2
3783819,1,75,1,3,4
3783831,2,199.99,2,3,5
3783851,1,12.49,1,1,2
3783895,1,21,1,1,2
3783897,1,70,1,3,4
3783908,1,13.99,1,1,2
3783980,2,92.5,2,3,5
3784008,1,20,1,1,2
3784050,2,34.99,2,2,4
3784124,1,15,1,1,2
3784134,1,35.5,1,2,3
3784197,1,7.99,1,1,2
3784200,1,23,1,1,2
3784292,1,12.99,1,1,2
3784358,3,46.98,2,2,4
3784425,4,135.98,2,3,5
3784486,3,80,2,3,5
3784560,4,92.99,2,3,5
3784583,1,20,1,1,2
3784600,2,112.5,2,3,5
3784608,2,16.98,2,1,3
3784748,2,63,2,3,5
3784756,2,39.99,2,2,4
3784771,1,14.99,1,1,2
3784773,1,11.99,1,1,2
3784780,1,12.99,1,1,2
3784787,2,26.98,2,2,4
3784790,1,19.99,1,1,2
3784883,1,27.49,1,2,3
3785026,1,30,1,2,3
3785046,1,31.45,1,2,3
3785073,1,65,1,3,4
3785118,1,7.49,1,1,2
3785314,1,30,1,2,3
3785318,1,94.5,1,3,4
3785364,1,103.5,1,3,4
3785378,1,24,1,1,2
3785419,1,18,1,1,2
3785452,1,80,1,3,4
3785546,1,72.25,1,3,4
3785598,1,222.5,1,3,4
3785639,1,40,1,2,3
3785655,1,60,1,3,4
3785659,1,10.99,1,1,2
3785693,1,30,1,2,3
3785717,1,150,1,3,4
3785731,1,30,1,2,3
3785766,4,208.25,2,3,5
3785885,4,152.49,2,3,5
3785893,1,24.99,1,1,2
3785907,3,97.49,2,3,5
3785917,1,8,1,1,2
3785944,2,70,2,3,5
3785972,2,100,2,3,5
3786052,2,21.98,2,1,3
3786057,1,14.99,1,1,2
3786090,2,31.99,2,2,4
3786100,1,25.2,1,2,3
3786104,3,37.97,2,2,4
3786148,1,14.99,1,1,2
3786150,1,22.5,1,1,2
3786153,1,15,1,1,2
3786258,1,12.99,1,1,2
3786284,1,35,1,2,3
3786288,1,10.59,1,1,2
3786321,4,150.99,2,3,5
3786330,3,85,2,3,5
3786357,1,15.99,1,1,2
3786409,2,21.48,2,1,3
3786422,1,15,1,1,2
3786476,1,11.99,1,1,2
3786482,1,80,1,3,4
3786594,1,13.99,1,1,2
3786615,1,72,1,3,4
3786624,1,35,1,2,3
3786791,1,80,1,3,4
3786792,1,7.99,1,1,2
3786827,2,540,2,3,5
3786839,1,9.99,1,1,2
3786857,1,15,1,1,2
3786889,1,20,1,1,2
3786901,2,41,2,2,4
3786911,2,69.5,2,3,5
3786936,1,20,1,1,2
3786994,1,49.5,1,2,3
3787028,1,15,1,1,2
3787059,2,130,2,3,5
3787071,1,65,1,3,4
3787077,2,175,2,3,5
3787082,1,28.99,1,2,3
3787093,1,65,1,3,4
3787142,1,46.75,1,2,3
3787253,1,35,1,2,3
3787307,3,153.99,2,3,5
3787311,1,12.99,1,1,2
3787356,6,202.48,2,3,5
3787378,2,43.75,2,2,4
3787403,1,34,1,2,3
3787478,1,100,1,3,4
3787502,2,24.12,2,1,3
3787506,3,74.97,2,3,5
3787517,1,19.99,1,1,2
3787539,1,240,1,3,4
3787596,2,71,2,3,5
3787611,2,17.48,2,1,3
3787641,4,308.75,2,3,5
3787661,3,142.5,2,3,5
3787734,1,11.13,1,1,2
3787793,1,14.99,1,1,2
3787801,1,15,1,1,2
3787813,2,110.49,2,3,5
3787872,1,43,1,2,3
3787918,1,35,1,2,3
3787941,1,20,1,1,2
3787985,1,49.88,1,2,3
3788094,1,42.5,1,2,3
3788104,1,35,1,2,3
3788123,1,110,1,3,4
3788151,1,11.99,1,1,2
3788167,1,8.99,1,1,2
3788216,8,356.89,2,3,5
3788226,1,200,1,3,4
3788259,1,108,1,3,4
3788276,1,19.99,1,1,2
3788303,1,33,1,2,3
3788310,1,91.5,1,3,4
3788315,1,22.5,1,1,2
3788354,1,162,1,3,4
3788379,1,37.5,1,2,3
3788425,1,45,1,2,3
3788455,1,8,1,1,2
3788495,1,15.5,1,1,2
3788532,1,6.99,1,1,2
3788596,2,35.99,2,2,4
3788607,1,30,1,2,3
3788638,1,20,1,1,2
3788688,1,19,1,1,2
3788693,1,26.25,1,2,3
3788737,1,42.5,1,2,3
3788780,2,145,2,3,5
3788781,1,65,1,3,4
3788791,2,26.99,2,2,4
3788830,2,197,2,3,5
3788852,1,10.99,1,1,2
3788886,1,8.99,1,1,2
3788901,3,365,2,3,5
3788916,1,76.5,1,3,4
3788947,1,4.99,1,1,2
3788972,1,81,1,3,4
3788985,2,47.49,2,2,4
3788996,1,58.5,1,3,4
3789002,2,21.99,2,1,3
3789018,2,45,2,2,4
3789061,2,61,2,3,5
3789120,1,85.5,1,3,4
3789129,1,24.99,1,1,2
3789232,1,40,1,2,3
3789269,1,35,1,2,3
3789289,3,98.29,2,3,5
3789316,1,32.5,1,2,3
3789335,2,39.5,2,2,4
3789391,1,50,1,2,3
3789452,1,65,1,3,4
3789461,2,87.5,2,3,5
3789484,1,45,1,2,3
3789508,1,8.99,1,1,2
3789536,1,15,1,1,2
3789555,1,25,1,2,3
3789628,2,45.25,2,2,4
3789729,1,15,1,1,2
3789743,1,15,1,1,2
3789795,4,207.99,2,3,5
3789829,2,56.88,2,3,5
3789934,1,10.99,1,1,2
3789955,1,33,1,2,3
3790067,1,45,1,2,3
3790085,2,54.98,2,3,5
3790109,2,100,2,3,5
3790113,1,32.5,1,2,3
3790139,1,12.99,1,1,2
3790145,1,40.38,1,2,3
3790156,1,25,1,2,3
3790166,1,15,1,1,2
3790172,2,160,2,3,5
3790221,4,218,2,3,5
3790230,1,90,1,3,4
3790274,1,19.99,1,1,2
3790396,3,88.99,2,3,5
3790402,1,34.99,1,2,3
3790408,2,175,2,3,5
3790416,11,204.88,3,3,6
3790437,1,25,1,2,3
3790460,3,87.48,2,3,5
3790468,1,92.25,1,3,4
3790525,1,20,1,1,2
3790528,1,65.93,1,3,4
3790561,1,15,1,1,2
3790608,1,37.5,1,2,3
3790612,1,29.75,1,2,3
3790663,1,32.5,1,2,3
3790689,1,10.99,1,1,2
3790721,1,16.99,1,1,2
3790761,1,15.99,1,1,2
3790793,1,10.99,1,1,2
3790808,1,49.5,1,2,3
3790838,1,90,1,3,4
3790913,1,12.99,1,1,2
3790916,1,35,1,2,3
3790961,1,8.99,1,1,2
3790988,1,15,1,1,2
3791011,1,38.25,1,2,3
3791074,1,25,1,2,3
3791108,1,7.49,1,1,2
3791116,1,15,1,1,2
3791194,1,38.7,1,2,3
3791203,1,30,1,2,3
3791227,3,62.11,2,3,5
3791253,1,15,1,1,2
3791297,2,212.5,2,3,5
3791343,1,12.99,1,1,2
3791397,1,28.5,1,2,3
3791437,1,32.3,1,2,3
3791440,2,281,2,3,5
3791444,1,57.38,1,3,4
3791469,1,20,1,1,2
3791477,6,133.95,2,3,5
3791482,1,55,1,3,4
3791516,2,50,2,2,4
3791558,1,24.99,1,1,2
3791559,1,15,1,1,2
3791618,1,14.99,1,1,2
3791661,1,32.5,1,2,3
3791671,2,26.48,2,2,4
3791717,1,10.49,1,1,2
3791725,1,54,1,3,4
3791782,1,13.49,1,1,2
3791793,1,59.5,1,3,4
3791827,7,323.58,2,3,5
3791835,2,42.5,2,2,4
3791836,1,15.49,1,1,2
3791852,2,59.74,2,3,5
3791864,1,25.65,1,2,3
3791865,1,310,1,3,4
3791883,1,10.49,1,1,2
3791895,3,89.49,2,3,5
3791961,1,40,1,2,3
3791965,1,29.99,1,2,3
3791984,2,125,2,3,5
3791988,1,16.99,1,1,2
3791995,1,52.5,1,3,4
3792005,1,12.99,1,1,2
3792019,2,105,2,3,5
3792026,1,59,1,3,4
3792077,1,39.6,1,2,3
3792215,3,82.99,2,3,5
3792222,1,5.99,1,1,2
3792224,2,87,2,3,5
3792309,2,64.98,2,3,5
3792322,4,89.98,2,3,5
3792324,1,19.99,1,1,2
3792331,1,24.99,1,2,3
3792352,1,31.5,1,2,3
3792380,3,78.5,2,3,5
3792398,3,135,2,3,5
3792430,1,35,1,2,3
3792468,1,10.99,1,1,2
3792506,1,12.99,1,1,2
3792542,2,52.49,2,3,5
3792545,1,35,1,2,3
3792579,1,10.99,1,1,2
3792592,1,29.99,1,2,3
3792594,1,65,1,3,4
3792622,1,34,1,2,3
3792635,1,10.12,1,1,2
3792661,2,199.5,2,3,5
3792674,2,63.25,2,3,5
3792707,1,48,1,2,3
3792776,4,79.98,2,3,5
3792778,1,35,1,2,3
3792788,1,17.5,1,1,2
3792789,1,45,1,2,3
3792812,1,34,1,2,3
3792824,1,35.99,1,2,3
3792832,2,58,2,3,5
3792881,6,244.15,2,3,5
3792900,1,140,1,3,4
3792907,1,15,1,1,2
3792957,2,46.99,2,2,4
3792976,1,39.99,1,2,3
3793002,1,11.99,1,1,2
3793018,1,12.99,1,1,2
3793045,1,21.49,1,1,2
3793051,1,75,1,3,4
3793063,2,135,2,3,5
3793116,2,23.99,2,1,3
3793123,2,125,2,3,5
3793136,1,25.49,1,2,3
3793146,2,18.98,2,1,3
3793148,5,76.71,2,3,5
3793157,1,50,1,2,3
3793188,1,280,1,3,4
3793212,5,123.47,2,3,5
3793223,1,27,1,2,3
3793428,1,20,1,1,2
3793458,3,275,2,3,5
3793616,1,30,1,2,3
3793642,1,40.5,1,2,3
3793679,1,57.5,1,3,4
3793721,1,105,1,3,4
3793830,1,55,1,3,4
3793869,1,28.05,1,2,3
3793910,4,236.75,2,3,5
3793920,1,50,1,2,3
3793925,2,28.49,2,2,4
3793944,1,42.5,1,2,3
3793945,1,16.49,1,1,2
3793954,1,14.99,1,1,2
3793956,1,95,1,3,4
3793975,1,20,1,1,2
3793998,3,90.24,2,3,5
3794046,1,15,1,1,2
3794052,1,25,1,2,3
3794075,1,40,1,2,3
3794079,10,201.63,3,3,6
3794113,1,27.63,1,2,3
3794117,1,32,1,2,3
3794145,1,22.99,1,1,2
3794244,2,55.25,2,3,5
3794246,1,12.99,1,1,2
3794258,1,30,1,2,3
3794271,1,50,1,3,4
3794287,1,6.99,1,1,2
3794415,2,28.98,2,2,4
3794447,1,52.5,1,3,4
3794537,1,15.49,1,1,2
3794551,1,34,1,2,3
3794558,1,65,1,3,4
3794574,2,31.5,2,2,4
3794583,1,14.24,1,1,2
3794607,1,9.99,1,1,2
3794637,2,165.49,2,3,5
3794639,1,15.5,1,1,2
3794669,1,15.25,1,1,2
3794686,7,145.45,2,3,5
3794758,3,78.24,2,3,5
